,age,expenses,financial_status,experience,estimated_period,unwilling_toAccept,scenario,sum_scores,salary
7531,1,3,3,3,3,4,1,3,37694492
7532,2,3,2,3,3,2,4,3,98295236
7533,2,4,3,4,4,3,2,4,6905923
7534,4,3,1,2,3,2,4,3,81957468
7535,4,4,4,6,4,4,4,5,86594293
7536,4,1,4,3,1,2,4,3,63039529
7537,1,1,1,1,1,1,1,1,64315012
7538,3,3,1,8,3,2,3,4,25724025
7539,1,1,1,1,1,1,1,1,43836437
7540,3,2,3,5,1,1,4,3,36937522
7541,3,3,1,8,4,2,2,4,4430549
7542,1,4,4,5,1,4,2,3,88455474
7543,2,2,3,2,3,3,3,3,10204149
7544,1,1,3,7,3,3,1,3,56482865
7545,4,4,4,8,4,4,4,5,32646039
7546,2,2,3,5,4,2,3,3,72962115
7547,2,1,1,4,4,4,1,3,8337334
7548,1,1,1,1,1,1,1,1,59192337
7549,3,3,1,8,4,2,2,4,70218763
7550,2,4,4,6,4,1,2,4,58572835
7551,2,2,4,3,1,2,3,3,16729500
7552,4,4,4,6,4,4,4,5,85203889
7553,3,2,1,7,1,1,4,3,11296232
7554,2,1,4,3,4,3,4,3,83532730
7555,4,3,2,6,2,1,4,4,21634637
7556,2,2,2,5,4,2,4,3,88586078
7557,1,4,2,4,2,4,4,3,52480210
7558,4,4,4,5,4,4,4,5,4841962
7559,1,1,1,1,1,1,1,1,85994580
7560,2,1,4,3,1,1,4,3,73585813
7561,1,3,2,3,1,3,3,3,99847227
7562,1,1,2,5,1,4,4,3,13544242
7563,1,1,1,1,1,1,1,1,26456612
7564,3,4,4,2,4,2,1,3,45089495
7565,2,1,2,2,2,3,2,2,20615098
7566,1,2,1,8,4,2,2,3,85098242
7567,4,4,4,7,4,4,4,5,94684670
7568,1,1,1,1,1,1,1,1,72435975
7569,4,2,2,7,1,1,2,3,11950143
7570,3,1,3,7,2,1,3,3,29708976
7571,1,1,2,2,1,1,3,2,90303305
7572,4,1,2,1,2,1,2,2,15355297
7573,4,4,3,4,1,2,3,3,87596973
7574,4,4,4,7,4,4,4,5,34521471
7575,1,1,1,1,1,1,1,1,28477246
7576,2,1,1,8,3,1,1,3,89333524
7577,1,1,1,1,1,1,1,1,83911218
7578,4,2,2,7,2,1,1,3,5191883
7579,4,2,2,4,2,1,4,3,29411050
7580,4,1,4,3,4,1,1,3,27124992
7581,4,3,4,2,2,2,2,3,57207206
7582,1,1,1,1,1,1,1,1,68792291
7583,4,4,2,5,3,3,4,4,60441572
7584,1,1,1,1,1,1,1,1,45278877
7585,4,4,4,7,4,4,4,5,56500776
7586,4,2,2,1,4,4,1,3,7978499
7587,2,1,2,1,2,3,4,2,59837269
7588,4,4,4,6,4,4,4,5,44286111
7589,3,1,4,6,1,3,1,3,71758757
7590,1,3,2,3,3,4,3,3,93662004
7591,4,4,1,2,4,3,2,3,15457101
7592,2,3,4,6,1,4,1,3,91812617
7593,2,2,3,4,2,1,2,3,69398945
7594,3,2,3,8,2,1,3,4,33029424
7595,2,4,4,1,1,2,2,3,41028066
7596,1,3,2,3,3,2,2,3,98967849
7597,4,4,4,5,4,4,4,5,50514227
7598,1,4,1,8,4,2,3,4,72964566
7599,4,3,1,1,1,4,3,3,87957332
7600,2,2,3,8,4,3,2,4,37377683
7601,4,3,3,4,4,2,1,3,37378974
7602,3,2,4,8,4,2,3,4,88080216
7603,1,3,3,3,4,4,2,3,80648297
7604,1,2,3,4,2,3,1,3,96549914
7605,3,4,4,5,4,1,2,4,47043065
7606,2,1,1,3,2,3,4,3,45802860
7607,4,4,4,6,4,4,4,5,79449497
7608,1,4,1,4,4,4,1,3,53673026
7609,3,1,3,8,1,3,3,4,4872185
7610,3,3,1,7,2,3,1,3,38095896
7611,1,3,1,6,3,2,4,3,95266187
7612,3,1,3,8,4,2,2,4,6569190
7613,3,2,2,8,4,2,4,4,28419364
7614,4,1,1,4,2,2,2,3,33601211
7615,1,1,1,1,1,1,1,1,26605546
7616,3,1,1,6,4,1,1,3,6808763
7617,4,4,4,5,4,4,4,5,36073736
7618,3,1,1,2,3,4,1,2,7869164
7619,3,2,2,3,4,3,3,3,90543114
7620,2,4,2,2,4,2,2,3,14402104
7621,1,3,2,2,4,3,1,3,35248333
7622,3,1,4,4,1,3,4,3,29501664
7623,2,2,4,1,2,1,4,3,71087682
7624,3,2,4,6,3,3,3,4,15444186
7625,2,2,1,6,1,1,2,2,7139639
7626,3,2,4,4,4,3,2,4,54923339
7627,1,2,1,2,1,4,3,2,61940491
7628,1,1,1,1,1,1,1,1,61608488
7629,1,1,1,1,1,1,1,1,79437096
7630,3,3,4,4,4,3,1,4,30189120
7631,1,2,1,3,1,4,1,2,64795145
7632,1,1,1,1,1,1,1,1,71667630
7633,4,4,1,7,2,1,4,4,80460520
7634,3,2,1,6,2,4,3,3,6443958
7635,1,4,3,7,4,2,3,4,73662900
7636,1,1,1,1,1,1,1,1,29989726
7637,1,1,1,1,1,1,1,1,60792949
7638,2,3,1,2,2,3,1,2,68483588
7639,2,3,1,2,1,2,2,2,89278098
7640,1,3,1,4,3,3,4,3,82641850
7641,3,3,2,3,2,1,1,2,35110944
7642,3,3,2,6,4,4,2,4,74476518
7643,4,2,2,4,4,3,2,3,74645820
7644,1,4,3,5,3,2,4,4,59853686
7645,3,1,1,7,3,2,3,3,84529419
7646,3,3,4,3,1,2,3,3,76851577
7647,3,2,1,5,2,1,1,2,54127158
7648,3,2,3,6,4,4,2,4,6620447
7649,1,4,1,4,4,1,3,3,49682581
7650,1,1,1,1,1,1,1,1,97727338
7651,2,4,4,3,4,4,1,4,11722542
7652,3,1,3,5,1,2,1,3,7747496
7653,1,1,1,3,1,1,4,2,86021956
7654,4,1,1,4,2,4,4,3,47734916
7655,1,1,1,1,1,1,1,1,28818094
7656,1,4,4,8,4,2,3,4,68974698
7657,1,1,4,8,1,1,4,3,5156331
7658,3,1,2,8,1,2,2,3,89850130
7659,4,3,3,4,1,4,1,3,41936497
7660,1,1,1,4,4,4,4,3,54329547
7661,4,3,2,8,3,1,3,4,94758843
7662,4,4,1,4,4,3,3,4,54981668
7663,1,3,2,3,3,2,2,3,93284680
7664,1,2,2,7,1,1,2,3,78758835
7665,4,2,3,1,1,1,1,2,15528395
7666,4,1,4,6,1,2,4,4,38662031
7667,3,2,2,7,3,3,4,4,51052605
7668,4,4,4,5,4,4,4,5,29562239
7669,3,2,4,3,1,2,4,3,52865384
7670,3,4,1,6,1,4,4,4,89803610
7671,3,2,3,3,4,1,3,3,41936505
7672,4,4,1,8,2,4,4,5,2541525
7673,3,4,4,2,1,3,3,3,74177683
7674,1,1,2,3,2,3,3,2,58948850
7675,2,1,1,5,4,3,1,3,71382896
7676,1,3,2,6,2,1,2,3,2500510
7677,3,3,3,1,4,3,2,3,71314957
7678,2,3,4,6,4,1,2,4,14842449
7679,4,4,4,6,4,4,4,5,13547281
7680,4,4,4,7,4,4,4,5,64834892
7681,1,1,1,1,1,1,1,1,84251826
7682,3,3,2,6,3,4,2,4,29527187
7683,4,3,3,1,1,4,2,3,75177559
7684,2,3,2,7,1,4,3,4,3761857
7685,4,1,2,5,3,2,1,3,86089268
7686,2,4,4,3,1,2,1,3,51792690
7687,4,4,2,7,3,1,2,4,34507299
7688,1,1,1,1,1,1,1,1,63280995
7689,1,3,1,7,4,3,3,4,43230757
7690,2,1,4,4,2,2,4,3,75657688
7691,4,1,2,3,1,2,1,2,68471919
7692,3,2,3,7,4,4,4,5,13871102
7693,2,3,2,4,1,3,3,3,30122927
7694,1,4,3,4,2,3,4,3,5797993
7695,4,1,4,5,1,2,4,3,57735229
7696,2,3,3,8,2,4,4,4,29668709
7697,3,2,4,2,4,2,4,3,81240915
7698,1,3,1,3,1,2,2,2,44541804
7699,1,1,1,1,1,1,1,1,66992421
7700,4,4,1,4,3,4,3,4,85363354
7701,4,2,4,2,1,4,1,3,34591774
7702,1,1,1,1,1,1,1,1,40746647
7703,2,1,2,8,4,4,3,4,99540784
7704,4,3,3,3,3,3,4,4,22351984
7705,1,2,4,2,3,4,3,3,65399350
7706,2,2,4,3,2,1,1,2,59820108
7707,1,3,3,6,2,4,1,3,59528250
7708,1,2,3,8,4,3,1,4,57972474
7709,2,3,3,6,1,3,2,3,86236373
7710,1,1,1,1,1,1,1,1,88512482
7711,2,3,3,4,2,4,1,3,21247319
7712,3,1,3,6,4,4,4,4,82793991
7713,4,4,4,2,2,2,4,4,37196787
7714,3,2,2,8,1,1,4,3,79048198
7715,1,1,4,8,2,4,3,4,32086534
7716,4,2,2,5,2,4,2,3,75437279
7717,1,1,1,1,1,1,1,1,80679924
7718,1,3,3,4,1,4,3,3,31453225
7719,3,1,3,8,3,1,2,3,86730972
7720,4,3,2,1,1,4,2,3,58596037
7721,2,4,1,6,1,1,2,3,12070397
7722,1,3,4,2,3,4,3,3,28652269
7723,4,1,2,8,1,1,2,3,47770886
7724,3,1,2,2,1,3,2,2,95153128
7725,2,4,2,6,4,4,2,4,23668491
7726,1,2,3,7,4,2,3,4,8060404
7727,3,1,2,2,2,2,3,2,16015853
7728,4,4,4,6,4,4,4,5,77989668
7729,2,1,1,2,1,3,3,2,50136275
7730,1,1,1,1,1,1,1,1,53272377
7731,3,1,2,8,2,4,2,4,90198208
7732,2,1,3,2,1,2,1,2,90581379
7733,2,4,2,6,3,3,4,4,71622687
7734,3,2,3,7,4,2,1,4,60694192
7735,4,1,3,4,2,3,4,3,21598721
7736,1,1,1,1,1,1,1,1,2777252
7737,4,2,1,8,3,1,1,3,99555150
7738,2,3,2,3,4,2,4,3,36375272
7739,4,4,4,7,4,4,4,5,85726409
7740,3,1,4,8,4,4,3,5,89762240
7741,4,3,4,7,4,4,4,5,21443864
7742,2,4,3,5,2,4,1,3,10299019
7743,4,1,3,5,3,4,1,3,42186651
7744,3,4,1,4,1,4,1,3,51257651
7745,4,4,1,1,1,4,2,3,95689906
7746,3,2,4,1,4,4,3,3,70413279
7747,4,4,4,7,4,4,4,5,96244576
7748,2,4,2,4,4,1,4,3,31630052
7749,3,2,2,6,4,1,1,3,61298233
7750,3,3,1,4,4,1,2,3,51475768
7751,4,4,4,3,3,2,2,4,24182699
7752,3,2,2,3,2,2,4,3,85482548
7753,4,4,4,5,4,4,4,5,13430752
7754,4,2,3,6,2,2,1,3,26299283
7755,2,3,3,7,4,4,2,4,21173871
7756,2,3,1,7,3,4,3,4,46350046
7757,4,2,2,4,3,1,2,3,37579688
7758,1,1,1,1,1,1,1,1,83861194
7759,3,2,2,7,2,4,1,3,44257861
7760,1,3,2,8,2,1,2,3,46579880
7761,1,1,1,2,2,4,1,2,52172676
7762,2,4,2,2,2,3,3,3,86462197
7763,4,4,4,7,4,4,4,5,17243747
7764,3,2,4,8,4,4,4,5,41933965
7765,2,4,2,1,4,1,4,3,82338864
7766,3,4,1,3,3,1,4,3,16780027
7767,3,4,1,2,3,2,1,3,68597663
7768,3,4,3,7,4,4,3,5,92433415
7769,1,3,3,6,3,4,2,4,84060567
7770,1,2,2,5,2,1,4,3,47715491
7771,4,3,3,8,1,4,3,4,26835710
7772,4,1,3,8,4,4,4,5,54884879
7773,3,4,3,1,1,4,1,3,80432668
7774,3,1,1,2,2,1,4,2,22895915
7775,2,1,1,7,3,2,1,3,27968588
7776,1,1,2,8,4,1,2,3,67465631
7777,1,1,1,1,1,1,1,1,85887587
7778,3,2,4,8,2,3,1,4,44448652
7779,3,1,4,4,3,2,3,3,57179434
7780,1,1,1,1,1,1,1,1,46092916
7781,1,1,1,1,1,1,1,1,79984155
7782,3,1,3,2,3,1,1,2,37113273
7783,4,4,4,7,4,4,4,5,57408436
7784,1,1,2,7,1,4,2,3,42485654
7785,4,3,2,6,4,3,4,4,78786341
7786,1,1,1,7,1,1,3,2,96925749
7787,1,2,1,7,2,2,2,3,19940239
7788,4,4,4,8,4,4,4,5,10553016
7789,3,1,3,8,1,2,3,3,50224624
7790,1,1,1,1,1,1,1,1,11961944
7791,4,4,3,1,3,3,1,3,54771388
7792,4,4,2,1,3,4,2,3,30294496
7793,4,4,1,4,4,2,1,3,59336861
7794,2,4,1,3,1,4,1,3,14200167
7795,1,1,1,1,1,1,1,1,5410152
7796,4,1,3,6,2,2,3,3,48766429
7797,1,4,2,5,1,2,2,3,20271375
7798,2,4,2,7,3,2,3,4,10536432
7799,1,1,1,1,1,1,1,1,60681532
7800,4,4,4,8,4,4,4,5,37255611
7801,2,4,3,3,4,2,1,3,51154021
7802,1,2,4,3,2,4,4,3,9990260
7803,1,1,1,1,1,1,1,1,68320684
7804,4,4,4,8,4,4,4,5,34488738
7805,4,3,2,6,1,3,4,4,3139757
7806,4,4,1,3,2,2,1,3,20816119
7807,3,2,3,3,2,3,3,3,85029436
7808,4,3,3,1,2,4,1,3,58220006
7809,4,4,2,6,3,3,3,4,43366785
7810,2,1,1,2,3,4,1,2,78092646
7811,4,1,1,7,3,3,4,4,29091268
7812,1,1,1,1,1,1,1,1,34160551
7813,3,3,3,2,1,4,2,3,24246325
7814,1,3,3,4,4,4,4,4,83849896
7815,4,4,4,5,4,4,4,5,47795271
7816,1,4,1,5,1,4,4,3,34528350
7817,2,1,3,8,1,3,3,3,46316445
7818,1,1,1,1,1,1,1,1,35163017
7819,3,2,1,1,2,4,1,2,58728353
7820,3,3,1,1,3,3,3,3,65169285
7821,4,3,1,5,4,3,1,3,30296395
7822,2,3,1,6,4,1,2,3,50561252
7823,4,2,3,7,4,2,4,4,26714065
7824,4,4,3,8,3,4,3,5,81714767
7825,2,2,2,8,2,2,4,4,70855949
7826,2,1,2,8,3,3,3,4,94897617
7827,3,4,2,6,2,1,2,3,6424354
7828,1,2,4,8,3,1,4,4,81829276
7829,2,4,1,6,3,2,3,3,92031027
7830,2,1,1,3,4,3,2,3,33611048
7831,4,1,2,1,1,2,2,2,55977121
7832,4,2,3,2,1,1,2,2,55086003
7833,4,4,4,8,4,4,4,5,50855611
7834,1,1,1,1,1,1,1,1,13966184
7835,1,4,2,2,3,1,4,3,19297145
7836,4,4,4,6,4,4,4,5,98557496
7837,1,4,2,6,2,3,1,3,51375316
7838,1,1,1,1,1,1,1,1,50986915
7839,3,3,3,2,3,1,4,3,57762982
7840,4,4,1,1,3,4,4,3,10026710
7841,1,3,4,1,4,4,4,3,22730111
7842,3,3,1,3,4,3,3,3,6606132
7843,4,4,4,6,4,4,4,5,78559129
7844,4,1,4,4,3,3,4,4,73687748
7845,1,4,4,5,2,4,2,4,68748431
7846,4,1,3,1,4,4,2,3,86838571
7847,1,1,1,1,1,1,1,1,47283961
7848,3,3,3,7,3,4,4,5,5444728
7849,4,4,4,6,4,4,4,5,43695827
7850,2,4,2,2,2,3,4,3,92410067
7851,4,4,4,6,4,4,4,5,80504312
7852,1,1,1,1,1,1,1,1,13321603
7853,1,1,1,6,1,1,1,2,80438597
7854,4,2,3,6,1,2,3,3,51725973
7855,1,1,4,4,1,4,3,3,38388981
7856,1,4,1,5,1,4,2,3,5909589
7857,1,1,1,1,1,1,1,1,13867746
7858,4,4,4,7,4,4,4,5,28799447
7859,4,1,4,2,2,3,4,3,68386857
7860,3,4,4,8,3,4,4,5,19495650
7861,3,2,3,8,4,3,3,4,9117718
7862,2,3,2,6,2,2,4,3,73120226
7863,1,3,2,2,4,3,2,3,64112808
7864,4,1,1,3,3,1,4,3,93664854
7865,4,3,4,3,1,2,4,3,93994108
7866,1,1,1,1,1,1,1,1,31633868
7867,4,4,3,7,3,2,2,4,4098548
7868,1,1,3,8,3,4,4,4,68550013
7869,4,3,3,3,3,3,4,4,15852906
7870,2,3,4,5,4,4,2,4,52580637
7871,4,4,4,6,4,4,4,5,28452746
7872,2,2,2,1,1,2,1,2,93446801
7873,2,1,4,3,4,2,1,3,38827846
7874,2,1,3,4,3,3,4,3,53567325
7875,1,1,1,1,1,1,1,1,11345446
7876,1,3,2,2,1,1,3,2,20915968
7877,3,2,4,5,1,3,2,3,48395268
7878,1,1,1,1,1,1,1,1,30601701
7879,4,4,4,7,3,1,2,4,27451704
7880,2,2,2,7,1,4,4,4,52209674
7881,4,1,4,5,1,4,3,4,98743150
7882,1,2,4,3,4,1,2,3,54825295
7883,4,4,4,7,4,4,4,5,10216761
7884,4,4,4,7,4,4,4,5,33334861
7885,4,4,4,8,4,4,4,5,90037488
7886,1,1,1,1,1,1,1,1,95854294
7887,4,1,1,5,4,2,1,3,92989688
7888,1,1,1,1,1,1,1,1,3901161
7889,3,2,3,7,2,3,1,3,32896429
7890,4,1,2,8,4,2,4,4,43759815
7891,2,3,3,8,2,2,4,4,55911063
7892,4,3,4,4,3,1,3,4,69538395
7893,3,4,1,8,3,1,2,4,91352055
7894,1,1,3,3,4,2,2,3,8998525
7895,4,4,4,5,4,4,4,5,57370176
7896,2,2,3,4,1,1,3,3,4376848
7897,4,3,1,7,1,1,2,3,3115492
7898,3,2,2,8,2,3,2,4,27044863
7899,2,4,1,2,3,3,3,3,76899111
7900,1,1,1,1,1,1,1,1,71969132
7901,1,1,1,1,1,1,1,1,55553031
7902,2,2,4,8,2,3,1,4,36629250
7903,1,1,1,1,1,1,1,1,94909125
7904,3,4,1,7,3,1,4,4,90555719
7905,1,4,3,6,4,2,3,4,9615751
7906,4,4,4,6,4,4,1,5,73691118
7907,1,4,4,4,1,1,4,3,63402210
7908,1,2,1,4,1,1,3,2,21169055
7909,3,1,4,7,4,1,1,3,11405921
7910,1,3,3,8,3,1,1,3,16492082
7911,3,1,2,2,2,2,3,2,70324812
7912,2,4,4,2,2,4,4,4,49311733
7913,2,2,2,4,4,4,1,3,87601208
7914,4,2,3,7,4,3,2,4,90019580
7915,4,4,4,7,4,4,4,5,43616233
7916,2,3,4,8,1,4,3,4,6343901
7917,4,4,3,7,2,1,2,4,21574665
7918,1,3,3,5,1,2,3,3,66870998
7919,3,2,3,5,4,2,4,4,94960040
7920,4,4,4,6,4,4,4,5,6286740
7921,2,4,2,5,1,3,3,3,45954493
7922,3,1,3,2,3,1,3,3,17342996
7923,3,1,1,1,1,3,1,2,62444527
7924,4,4,4,8,4,4,4,5,29019563
7925,4,3,1,2,1,3,4,3,26487535
7926,1,1,1,2,3,4,2,2,37012895
7927,3,4,4,3,2,3,3,4,60076752
7928,2,1,4,3,2,4,1,3,54904109
7929,4,3,2,8,1,2,4,4,24869625
7930,1,2,1,4,1,3,1,2,79303467
7931,2,4,2,4,4,1,1,3,18532540
7932,1,1,1,6,4,3,3,3,38650559
7933,3,4,4,5,3,4,2,4,15394750
7934,3,3,3,3,4,4,2,4,38784907
7935,1,1,1,1,1,1,1,1,36374477
7936,1,1,1,1,1,1,1,1,8120843
7937,4,4,4,5,4,4,4,5,66665429
7938,4,4,4,5,4,4,4,5,68004216
7939,4,1,1,1,1,2,4,2,9276325
7940,4,4,4,7,4,4,4,5,52055643
7941,4,4,4,6,4,4,4,5,46760776
7942,2,3,3,7,2,1,3,3,27683178
7943,2,1,2,1,2,4,4,3,39240261
7944,1,1,1,1,1,1,1,1,88714998
7945,4,4,3,5,2,4,3,4,13595339
7946,4,4,2,2,4,2,2,3,9444540
7947,1,4,2,4,2,1,2,3,68089574
7948,2,2,3,6,2,4,1,3,4775699
7949,1,1,1,1,1,1,1,1,60630570
7950,3,2,1,7,1,2,1,3,58939955
7951,1,2,3,4,1,1,4,3,82429198
7952,1,3,1,2,3,2,3,2,61077466
7953,4,2,2,3,3,2,3,3,97661489
7954,3,2,1,4,3,2,1,3,63623081
7955,3,2,2,4,1,2,3,3,91351178
7956,3,4,3,6,1,4,2,4,18150025
7957,3,2,4,8,4,3,2,4,57998259
7958,3,3,1,7,2,3,4,4,3133651
7959,3,2,2,1,1,2,3,2,75884064
7960,1,1,3,3,2,1,4,2,77275170
7961,2,4,3,3,3,2,2,3,35672381
7962,3,3,2,7,4,4,1,4,3035777
7963,2,3,4,4,1,2,1,3,20544510
7964,1,1,2,7,4,3,1,3,46915123
7965,3,2,1,1,2,1,1,2,29706010
7966,4,3,1,8,2,3,3,4,6772186
7967,3,4,2,5,4,2,4,4,81738378
7968,2,2,4,6,1,4,1,3,14397864
7969,3,2,3,7,2,2,2,3,71364336
7970,3,2,2,7,4,1,4,4,53515553
7971,1,1,4,3,4,3,2,3,25065358
7972,2,4,1,4,1,1,1,2,67456761
7973,3,1,1,1,4,1,1,2,62848386
7974,3,3,1,5,3,3,2,3,33984654
7975,2,4,3,5,4,3,3,4,30297783
7976,1,1,1,1,1,1,1,1,10036468
7977,1,2,4,8,1,4,1,3,13119144
7978,2,1,1,5,3,1,4,3,82840034
7979,3,2,2,4,2,2,1,3,38727635
7980,4,4,3,6,1,2,2,4,10295002
7981,3,4,1,3,1,4,4,3,30737529
7982,2,2,3,5,2,4,3,3,36616643
7983,1,2,3,2,4,4,4,3,26029563
7984,3,2,3,1,1,2,2,2,18888021
7985,3,3,3,4,3,3,3,4,97536829
7986,2,4,2,8,2,2,1,3,47683492
7987,4,4,4,5,4,4,4,5,56267735
7988,3,3,3,7,1,1,4,4,48492918
7989,1,1,1,1,1,1,1,1,87718673
7990,3,2,4,1,3,2,3,3,66678795
7991,3,3,3,1,4,3,2,3,63903737
7992,2,4,1,1,1,2,4,2,61377533
7993,1,3,3,2,4,1,4,3,24178618
7994,3,3,2,5,3,3,4,4,77475491
7995,3,1,4,3,4,4,4,4,5571587
7996,2,3,1,2,3,4,2,3,73870989
7997,4,4,4,4,3,1,1,3,74143122
7998,1,1,1,1,1,1,1,1,38798758
7999,3,1,4,6,4,1,1,3,5102716
8000,1,1,1,1,1,1,1,1,57440898
8001,4,1,4,2,3,4,1,3,75961771
8002,2,4,4,7,2,2,4,4,70847297
8003,1,1,1,1,1,1,1,1,32227858
8004,4,1,4,4,2,3,2,3,75642477
8005,4,2,1,8,1,1,3,3,3927012
8006,1,1,1,1,1,1,1,1,82260044
8007,2,3,1,3,3,1,4,3,50648173
8008,2,1,3,7,1,1,2,3,60431748
8009,2,3,3,1,4,2,1,3,19382829
8010,2,1,4,3,2,4,4,3,29973488
8011,1,1,4,8,4,3,4,4,87104510
8012,1,1,3,7,4,3,4,4,50826195
8013,1,1,1,1,1,1,1,1,73343061
8014,1,3,1,5,3,1,4,3,3697692
8015,3,4,3,5,3,3,3,4,63266534
8016,4,3,4,5,4,2,2,4,90931167
8017,2,3,3,8,1,1,3,3,55172997
8018,1,1,1,1,1,1,1,1,68451745
8019,4,1,1,5,4,1,4,3,27677114
8020,4,1,2,8,2,2,2,3,77725245
8021,4,4,4,8,4,4,4,5,23610505
8022,1,2,2,6,1,3,2,3,30905178
8023,1,4,4,8,1,1,1,3,46164652
8024,2,4,3,3,3,1,2,3,9465306
8025,3,4,2,4,2,1,2,3,87931829
8026,4,4,4,3,2,2,3,4,55996539
8027,4,3,2,5,3,4,3,4,28853391
8028,4,3,1,4,4,3,3,4,51531689
8029,1,2,3,2,4,2,1,2,97692536
8030,3,1,4,3,1,2,1,2,74154397
8031,1,2,1,6,3,1,3,3,33384151
8032,4,3,3,5,3,1,3,4,13142859
8033,2,2,1,3,2,4,3,3,9365335
8034,2,4,1,3,2,4,3,3,59399061
8035,3,3,4,4,4,1,4,4,31183611
8036,2,4,4,6,3,4,4,5,62212258
8037,3,2,3,5,2,2,1,3,47206637
8038,2,4,4,8,2,2,3,4,8739181
8039,1,4,4,7,2,2,4,4,75149155
8040,1,4,1,3,4,1,1,2,51385595
8041,3,3,1,5,1,1,1,2,79067233
8042,2,4,2,5,4,3,3,4,19802357
8043,1,1,1,1,1,1,1,1,22419269
8044,1,1,1,1,1,1,1,1,29194608
8045,4,1,1,5,4,3,2,3,97974324
8046,3,1,2,6,1,1,2,3,53234709
8047,2,3,4,4,4,1,3,3,67768088
8048,3,2,3,1,1,3,1,2,44453115
8049,4,1,3,8,4,2,1,4,19498249
8050,3,3,3,4,2,1,2,3,9349210
8051,4,1,2,8,3,2,4,4,3887010
8052,2,4,3,2,3,2,3,3,38168874
8053,3,1,2,3,2,3,3,3,16057053
8054,2,1,4,5,4,2,3,3,31026511
8055,4,4,4,8,4,4,4,5,82923513
8056,4,4,4,3,3,3,1,4,57545625
8057,2,3,2,2,3,3,3,3,6162515
8058,3,1,3,1,3,3,4,3,67662186
8059,3,4,1,2,4,4,4,4,63786232
8060,1,1,2,8,2,4,1,3,26887884
8061,2,4,4,3,2,2,1,3,38165868
8062,2,3,4,1,4,1,3,3,82180339
8063,1,1,1,1,1,1,1,1,3950386
8064,4,3,4,3,4,2,4,4,68997550
8065,1,4,3,8,2,2,2,4,33951488
8066,1,4,4,1,2,3,2,3,38035733
8067,4,2,3,3,2,1,3,3,99996463
8068,2,2,3,7,4,2,2,4,7517579
8069,2,4,1,7,2,1,3,3,47809888
8070,1,1,1,1,1,1,1,1,63337445
8071,1,4,3,5,3,3,2,3,17118413
8072,3,1,4,3,4,2,2,3,75577301
8073,1,1,1,1,1,1,1,1,17431301
8074,2,3,1,2,2,3,1,2,97872398
8075,4,4,1,6,3,2,3,4,72362482
8076,2,4,3,6,4,4,1,4,20566276
8077,1,4,4,6,2,1,2,3,79777747
8078,3,4,4,3,4,2,2,4,66462598
8079,1,2,4,3,1,2,1,2,28577546
8080,4,4,4,8,4,4,4,5,60717510
8081,1,1,1,1,1,1,1,1,68873894
8082,2,1,1,6,4,1,1,3,58185659
8083,4,4,3,2,1,2,4,3,19016442
8084,4,2,3,5,4,4,4,4,67622808
8085,3,4,1,4,4,1,1,3,29225019
8086,4,4,1,7,1,1,1,3,73703594
8087,2,4,2,3,2,2,4,3,89116472
8088,1,1,4,2,3,3,4,3,37296760
8089,2,4,1,1,3,3,2,3,8471967
8090,4,3,4,8,3,4,2,5,44124596
8091,3,1,3,8,1,1,2,3,86617675
8092,4,4,4,8,4,4,4,5,27897354
8093,3,4,4,5,4,1,1,4,57079814
8094,4,4,1,4,2,4,3,4,10963483
8095,3,2,4,6,1,3,1,3,8156240
8096,2,3,3,7,2,3,4,4,41862252
8097,4,3,4,7,3,2,3,4,70841147
8098,4,2,4,3,3,1,3,3,88656142
8099,1,4,1,2,1,2,2,2,82758760
8100,2,2,3,7,1,2,2,3,86153530
8101,3,3,2,7,3,3,4,4,9976826
8102,2,1,4,8,3,3,1,4,94102982
8103,4,4,4,5,4,4,4,5,2243829
8104,4,4,4,6,4,4,4,5,86247089
8105,2,2,3,5,2,3,4,3,64234726
8106,4,3,1,1,3,4,3,3,21935032
8107,2,1,2,8,1,1,4,3,88183850
8108,1,4,4,1,4,2,2,3,87349295
8109,2,1,1,1,2,3,2,2,5444050
8110,1,3,1,1,3,1,2,2,29518301
8111,1,1,1,1,1,1,1,1,41903112
8112,1,4,4,3,4,4,3,4,4996286
8113,1,1,3,6,4,4,3,4,75124761
8114,1,1,1,1,1,1,1,1,79086633
8115,4,1,2,1,1,1,4,2,71478208
8116,2,2,1,6,3,1,3,3,72014723
8117,1,3,3,8,2,4,4,4,39198845
8118,1,1,1,1,1,1,1,1,91297028
8119,4,4,2,4,1,2,1,3,29166177
8120,2,3,1,7,3,1,4,3,89026764
8121,4,1,3,5,4,1,2,3,45087352
8122,4,4,4,5,4,4,4,5,75607869
8123,1,3,4,6,4,2,4,4,33055791
8124,1,1,1,1,1,1,1,1,20600668
8125,1,4,3,4,4,3,3,4,26514296
8126,1,1,1,1,1,1,1,1,23873115
8127,3,3,4,4,4,1,3,4,6696363
8128,3,2,4,3,3,4,4,4,18677572
8129,4,4,4,8,4,4,4,5,67752335
8130,1,2,4,5,1,2,3,3,2940193
8131,4,4,4,6,4,4,4,5,56468859
8132,3,3,2,2,4,1,4,3,80208526
8133,4,3,4,4,1,3,4,4,82958791
8134,2,1,3,4,3,2,1,3,91356132
8135,2,3,4,8,4,4,2,5,3267013
8136,3,1,3,8,2,3,4,4,43724142
